date,volume,chlorine,cholera,chol_highcov,chol_lowcov,rain
01/05/2012,3692,0.7,3,0,3,4.821
02/05/2012,2696,0.7,3,1,2,16.975
03/05/2012,3074,0.7,2,0,2,18.563
04/05/2012,4316,0.7,0,0,0,0
05/05/2012,4714,0.7,2,0,2,1.86
06/05/2012,4994,0.7,1,0,1,1.632
07/05/2012,5377,0.6,1,0,1,3.705
08/05/2012,4752,0.6,2,1,1,1.481
09/05/2012,1393,0.7,0,0,0,0
10/05/2012,922,0.6,0,0,0,5.271
11/05/2012,3635,0.6,2,1,1,10.166
12/05/2012,4136,0.7,1,0,1,0
13/05/2012,5470,0.63,1,0,1,0
14/05/2012,4599,0.6,3,1,2,0
15/05/2012,5101,0.5,0,0,0,0
16/05/2012,5120,0.6,0,0,0,0.398
17/05/2012,5050,0.53,0,0,0,0.885
18/05/2012,4714,0.6,0,0,0,0
19/05/2012,4646,0.7,1,0,1,1.029
20/05/2012,4648,0.7,0,0,0,0.993
21/05/2012,4515,0.5,3,2,1,4.063
22/05/2012,3136,0.6,0,0,0,0
23/05/2012,4370,0.7,0,0,0,0
24/05/2012,4834,0.6,1,0,1,0
25/05/2012,4766,0.6,1,1,0,0
26/05/2012,4470,0.6,1,1,0,0
27/05/2012,4681,0.7,0,0,0,1.788
28/05/2012,3438,0.9,1,1,0,4.063
29/05/2012,3680,0.5,0,0,0,0.956
30/05/2012,3406,0.7,1,1,0,0
31/05/2012,4347,0.8,2,2,0,0
01/06/2012,3295,0.6,0,0,0,0.202
02/06/2012,3243,0.6,2,0,2,0
03/06/2012,3921,0.7,0,0,0,0.076
04/06/2012,4297,0.6,2,1,1,0
05/06/2012,3459,0.8,0,0,0,0.986
06/06/2012,4035,0.6,2,1,1,0
07/06/2012,3604,0.5,2,0,2,2.057
08/06/2012,3815,0.8,2,1,1,7.137
09/06/2012,2890,0.6,3,2,1,0
10/06/2012,4094,0.6,5,3,2,3.853
11/06/2012,3399,1,2,0,2,0.238
12/06/2012,4027,0.7,4,3,1,0.591
13/06/2012,4525,0.6,0,0,0,1.271
14/06/2012,3535,0.7,4,0,4,0
15/06/2012,4637,0.6,2,1,1,0
16/06/2012,4630,0.6,7,5,2,0
17/06/2012,4563,0.6,7,4,3,1.239
18/06/2012,4282,0.5,8,3,5,0
19/06/2012,4252,0.7,2,1,1,1.529
20/06/2012,2769,0.7,1,1,0,1.253
21/06/2012,3218,0.6,3,1,2,0
22/06/2012,3611,0.8,1,0,1,0
23/06/2012,3580,0.6,4,1,3,0
24/06/2012,4458,0.6,1,1,0,0.92
25/06/2012,4784,0.6,1,0,1,0.926
26/06/2012,3801,0.9,0,0,0,9.309
27/06/2012,3533,0.7,2,0,2,4.523
28/06/2012,4186,0.7,1,1,0,0
29/06/2012,4409,0.9,1,0,1,0
30/06/2012,3520,0.8,1,0,1,0
01/07/2012,4685,0.8,2,0,2,0
02/07/2012,3861,0.6,1,0,1,0
03/07/2012,4802,0.6,1,1,0,0
04/07/2012,4038,0.6,1,0,1,1.068
05/07/2012,4458,0.7,0,0,0,0.267
06/07/2012,4112,0.6,0,0,0,0.395
07/07/2012,4154,0.5,0,0,0,0
08/07/2012,4301,0.6,0,0,0,1.438
09/07/2012,4317,0.7,0,0,0,0
10/07/2012,5134,0.6,6,1,5,0
11/07/2012,4271,0.6,0,0,0,0
12/07/2012,4121,0.8,0,0,0,0.726
13/07/2012,4424,0.8,0,0,0,0
14/07/2012,4685,0.9,0,0,0,0.419
15/07/2012,4764,0.5,3,0,3,0
16/07/2012,3890,0.8,0,0,0,0
17/07/2012,4500,0.6,2,1,1,0
18/07/2012,4589,0.7,0,0,0,0
19/07/2012,3184,0.7,2,2,0,0
20/07/2012,3619,0.6,0,0,0,0
21/07/2012,2661,0.7,0,0,0,0
22/07/2012,379,,0,0,0,0.619
23/07/2012,1680,0.5,1,1,0,0
24/07/2012,0,0.7,0,0,0,0
25/07/2012,3687,0.5,7,2,5,1.068
26/07/2012,4752,0.6,9,4,5,0
27/07/2012,4971,0.6,6,3,3,0
28/07/2012,4235,0.8,2,0,2,0
29/07/2012,4794,0.6,2,2,0,0
30/07/2012,4793,0.6,6,4,2,0.419
31/07/2012,4502,0.6,0,0,0,0
01/08/2012,4885,0.8,0,0,0,0.891
02/08/2012,4935,0.6,1,0,1,0
03/08/2012,3920,0.6,2,2,0,1.517
04/08/2012,3957,0.6,3,1,2,0
05/08/2012,3771,0.7,0,0,0,0
06/08/2012,3916,0.6,1,1,0,0.901
07/08/2012,4368,0.5,2,2,0,0.837
08/08/2012,3858,0.6,3,3,0,10.641
09/08/2012,4862,0.7,2,1,1,5.698
10/08/2012,4278,0.6,1,1,0,0
11/08/2012,3860,0.6,4,1,3,0
12/08/2012,4551,0.8,2,1,1,0.305
13/08/2012,4208,0.8,4,2,2,0
14/08/2012,5220,0.9,0,0,0,0
15/08/2012,4191,0.5,0,0,0,1.45
16/08/2012,4500,0.8,2,1,1,1.997
17/08/2012,2654,0.6,0,0,0,0
18/08/2012,4946,0.7,0,0,0,0
19/08/2012,4637,0.7,2,2,0,0
20/08/2012,4504,0.6,1,1,0,0
21/08/2012,3943,0.7,3,0,3,0
22/08/2012,4794,0.6,0,0,0,1.483
23/08/2012,4319,0.6,0,0,0,1.724
24/08/2012,4386,0.7,1,0,1,1.241
25/08/2012,4309,0.7,1,0,1,0
26/08/2012,5036,0.6,0,0,0,0
27/08/2012,3680,0.6,2,1,1,0.636
28/08/2012,4689,0.8,1,1,0,5.927
29/08/2012,4162,0.6,0,0,0,0.954
30/08/2012,4089,0.6,0,0,0,1.45
31/08/2012,3739,0.6,0,0,0,0
01/09/2012,3251,0.7,0,0,0,10.392
02/09/2012,4145,0.6,0,0,0,3.723
03/09/2012,4089,0.6,0,0,0,0
04/09/2012,4262,0.64,0,0,0,0
05/09/2012,4284,0.78,4,2,2,0
06/09/2012,4755,0.7,2,2,0,0
07/09/2012,4148,0.75,2,0,2,0
08/09/2012,4148,0.6,2,0,2,4.516
09/09/2012,3982,0.6,1,0,1,2.214
10/09/2012,4274,0.7,0,0,0,0.112
11/09/2012,2625,0.4,0,0,0,9.425
12/09/2012,2625,0.7,1,0,1,2.528
13/09/2012,3681,0.7,0,0,0,0.314
14/09/2012,4213,0.8,0,0,0,0
15/09/2012,3967,0.6,0,0,0,1.44
16/09/2012,4239,0.7,0,0,0,0
17/09/2012,4756,0.7,2,0,2,0
18/09/2012,4388,0.64,0,0,0,2.19
19/09/2012,4504,0.6,1,1,0,0
20/09/2012,2990,0.7,0,0,0,0
21/09/2012,4032,0.7,0,0,0,1.495
22/09/2012,4146,0.6,0,0,0,0.66
23/09/2012,4820,0.6,0,0,0,1.333
24/09/2012,4112,0.6,2,1,1,0
25/09/2012,4640,0.6,0,0,0,7.489
26/09/2012,3920,0.6,0,0,0,0
27/09/2012,4328,0.6,0,0,0,0
28/09/2012,3478,0.6,0,0,0,1.416
29/09/2012,4372,0.7,0,0,0,0
30/09/2012,4486,0.8,0,0,0,0
01/10/2012,4694,0.6,0,0,0,1.423
02/10/2012,4580,0.7,1,0,1,0
03/10/2012,4451,0.7,1,1,0,1.972
04/10/2012,4614,0.8,1,1,0,0
05/10/2012,4955,0.9,1,0,1,0
06/10/2012,4166,0.7,0,0,0,10.419
07/10/2012,3939,0.7,0,0,0,0
08/10/2012,1296,0.8,1,0,1,3.981
09/10/2012,4127,0.7,1,0,1,0
10/10/2012,4260,0.7,0,0,0,3.907
11/10/2012,4571,0.74,0,0,0,11.765
12/10/2012,4707,0.74,0,0,0,0
13/10/2012,4573,0.62,0,0,0,3.856
14/10/2012,4979,0.8,0,0,0,0
15/10/2012,3757,0.82,1,0,1,3.366
16/10/2012,3300,0.82,4,1,3,6.808
17/10/2012,3642,0.7,0,0,0,0
18/10/2012,4300,0.63,0,0,0,1.895
19/10/2012,4155,0.6,1,0,1,1.045
20/10/2012,4446,0.75,0,0,0,10.095
21/10/2012,4363,0.75,0,0,0,1.434
22/10/2012,3672,0.7,0,0,0,17.954
23/10/2012,4789,0.68,8,4,4,0
24/10/2012,4180,0.68,0,0,0,2.202
25/10/2012,4577,0.8,0,0,0,6.148
26/10/2012,4793,0.75,0,0,0,25.718
27/10/2012,4855,0.72,0,0,0,1.206
28/10/2012,5033,0.6,0,0,0,3.034
29/10/2012,3778,0.63,0,0,0,3.862
30/10/2012,3712,1.6,2,2,0,2.184
31/10/2012,3290,0.84,1,0,1,0.993
01/11/2012,4244,0.7,1,0,1,2.713
02/11/2012,5237,0.6,0,0,0,1.92
03/11/2012,3394,0.8,0,0,0,27.054
04/11/2012,2062,0.8,0,0,0,7.73
05/11/2012,4439,0.7,1,0,1,0
06/11/2012,4931,0.8,6,2,4,0.033
07/11/2012,4597,0.6,0,0,0,0.713
08/11/2012,4747,0.66,0,0,0,0
09/11/2012,4258,0.7,0,0,0,11.718
10/11/2012,4571,0.7,1,1,0,0
11/11/2012,5259,0.7,3,1,2,3.022
12/11/2012,4669,0.78,3,2,1,2.663
13/11/2012,3759,0.65,2,1,1,0
14/11/2012,4708,0.8,9,3,6,0
15/11/2012,3234,0.7,2,1,1,0
16/11/2012,3953,0.8,0,0,0,0
17/11/2012,2677,0.7,6,6,0,16.733
18/11/2012,3997,0.7,0,0,0,2.385
19/11/2012,4657,0.65,2,2,0,0
20/11/2012,5196,0.7,2,1,1,0.282
21/11/2012,3350,0.47,3,2,1,0
22/11/2012,4718,0.77,5,1,4,2.272
23/11/2012,3444,1.2,0,0,0,5.44
24/11/2012,3788,0.5,4,1,3,2.687
25/11/2012,4142,0.7,4,1,3,7.971
26/11/2012,4035,0.8,5,2,3,1.993
27/11/2012,4224,0.8,1,1,0,0
28/11/2012,4262,0.85,8,2,6,0
29/11/2012,3816,0.8,3,1,2,0.898
30/11/2012,3641,0.6,2,1,1,0
01/12/2012,3344,0.7,1,1,0,0
02/12/2012,3311,0.7,8,5,3,1.283
03/12/2012,2777,0.6,5,3,2,10.355
04/12/2012,858,,1,0,1,19.5
05/12/2012,1224,0.8,4,1,3,4.579
06/12/2012,2361,0.7,5,3,2,0
07/12/2012,4363,0.7,1,1,0,0.545
08/12/2012,4021,0.6,5,2,3,0.745
09/12/2012,1937,0.5,8,7,1,1.401
10/12/2012,2241,0.6,1,1,0,24.661
11/12/2012,2745,0.7,4,2,2,2.505
12/12/2012,4875,0.7,1,0,1,0
13/12/2012,4644,0.7,6,2,4,2.702
14/12/2012,4572,0.5,8,3,5,3.347
15/12/2012,1540,0.5,2,1,1,11.477
16/12/2012,2515,0.5,5,1,4,0
17/12/2012,4561,0.6,3,1,2,3.391
18/12/2012,3501,0.5,7,4,3,6.126
19/12/2012,3994,0.54,2,2,0,7.416
20/12/2012,1955,0.5,3,3,0,0
21/12/2012,3516,0.7,0,0,0,0.176
22/12/2012,4230,0.6,0,0,0,2.368
23/12/2012,3849,0.7,1,0,1,17.112
24/12/2012,4437,0.6,1,0,1,0
25/12/2012,4277,0.6,3,2,1,0
26/12/2012,3987,0.7,5,2,3,0
27/12/2012,3018,0.5,0,0,0,22.397
28/12/2012,4692,0.8,2,0,2,7.192
29/12/2012,4307,0.75,3,0,3,25.749
30/12/2012,4601,0.6,2,1,1,3.509
31/12/2012,4616,0.5,0,0,0,11.258
01/01/2013,4040,0.7,3,2,1,0
02/01/2013,2785,0.7,3,1,2,0.389
03/01/2013,4064,0.5,3,2,1,10.329
04/01/2013,4246,0.6,0,0,0,1.314
05/01/2013,4817,0.6,2,1,1,0.143
06/01/2013,5070,0.8,2,1,1,1.615
07/01/2013,4819,0.5,2,0,2,0
08/01/2013,4029,0.6,0,0,0,25.016
09/01/2013,4489,0.7,0,0,0,0
10/01/2013,4772,0.6,0,0,0,0
11/01/2013,4705,0.8,2,2,0,0.998
12/01/2013,4366,0.6,1,0,1,0
13/01/2013,4556,0.7,1,1,0,0
14/01/2013,3930,0.6,3,1,2,32.564
15/01/2013,2123,0.6,0,0,0,8.514
16/01/2013,4578,0.6,0,0,0,0
17/01/2013,4712,0.7,0,0,0,0
18/01/2013,4861,0.5,0,0,0,2.28
19/01/2013,3422,0.7,1,0,1,5.362
20/01/2013,3030,0.6,1,1,0,4.228
21/01/2013,4193,0.7,21,9,12,0.74
22/01/2013,5000,0.8,0,0,0,0
23/01/2013,4160,0.6,0,0,0,0
24/01/2013,4625,0.6,0,0,0,0
25/01/2013,3853,0.6,0,0,0,0
26/01/2013,4600,0.8,0,0,0,1.656
27/01/2013,3192,0.6,0,0,0,3.547
28/01/2013,2749,0.6,7,2,5,9.823
29/01/2013,3963,0.7,0,0,0,0
30/01/2013,4781,0.7,1,0,1,0.295
31/01/2013,4462,0.8,1,1,0,2.559
01/02/2013,4270,0.6,4,1,3,1.345
02/02/2013,4056,0.7,0,0,0,0.134
03/02/2013,4924,0.7,0,0,0,2.86
04/02/2013,4553,0.6,0,0,0,0
05/02/2013,4703,0.6,3,1,2,0.798
06/02/2013,4105,0.8,10,2,8,0
07/02/2013,5153,0.7,0,0,0,13.669
08/02/2013,3117,0.5,0,0,0,1.398
09/02/2013,4222,0.7,0,0,0,0
10/02/2013,3864,0.7,0,0,0,0
11/02/2013,3050,0.5,0,0,0,1.069
12/02/2013,2710,1,8,4,4,7.673
13/02/2013,3688,0.8,0,0,0,5.602
14/02/2013,4345,0.5,0,0,0,1.464
15/02/2013,1869,0.8,0,0,0,0.893
16/02/2013,2418,0.7,0,0,0,2.089
17/02/2013,4003,0.7,0,0,0,0
18/02/2013,2794,0.6,3,2,1,3.619
19/02/2013,2865,0.7,0,0,0,34.841
20/02/2013,2427,0.7,4,1,3,0
21/02/2013,2006,0.6,2,0,2,0
22/02/2013,3802,0.7,0,0,0,0.104
23/02/2013,4477,0.6,0,0,0,0
24/02/2013,2302,0.7,1,1,0,1.696
25/02/2013,3746,0.7,9,3,6,0
26/02/2013,842,0.5,0,0,0,0
27/02/2013,2195,0.6,0,0,0,0
28/02/2013,3670,0.7,0,0,0,2.174
01/03/2013,2459,0.5,1,1,0,0
02/03/2013,3274,0.7,1,0,1,0
03/03/2013,3225,0.8,2,0,2,6.875
04/03/2013,3083,0.6,0,0,0,5.188
05/03/2013,2667,0.8,3,1,2,6.989
06/03/2013,4412,0.7,2,0,2,0
07/03/2013,3757,0.8,0,0,0,1.103
08/03/2013,2020,0.5,0,0,0,12.871
09/03/2013,2258,0.7,2,0,2,2.226
10/03/2013,3998,0.5,1,1,0,18.443
11/03/2013,3455,0.7,1,0,1,3.395
12/03/2013,3871,0.8,2,0,2,11.807
13/03/2013,3944,0.7,1,0,1,0.613
14/03/2013,3208,0.5,4,2,2,0.694
15/03/2013,3300,0.7,0,0,0,0
16/03/2013,1590,,0,0,0,1.237
17/03/2013,2506,0.7,0,0,0,0
18/03/2013,364,,0,0,0,0.767
19/03/2013,3300,0.6,0,0,0,8.739
20/03/2013,629,0.7,0,0,0,0.248
21/03/2013,0,0,0,0,0,0.248
22/03/2013,1625,0.6,2,2,0,5.016
23/03/2013,0,0,12,7,5,8.658
24/03/2013,0,0,0,0,0,3.429
25/03/2013,2738,0.7,0,0,0,0
26/03/2013,3214,0.7,0,0,0,29.524
27/03/2013,4546,0.6,0,0,0,27.574
28/03/2013,3778,0.6,0,0,0,2.954
29/03/2013,4535,0.7,0,0,0,2.492
30/03/2013,3782,0.7,0,0,0,31.698
31/03/2013,3629,0.7,0,0,0,49.8
01/04/2013,3204,0.6,3,1,2,0
02/04/2013,1657,0.7,0,0,0,0
03/04/2013,3643,0.7,0,0,0,1.447
04/04/2013,4644,0.7,0,0,0,8.447
05/04/2013,3758,0.7,2,1,1,0.513
06/04/2013,4858,0.7,3,0,3,0
07/04/2013,3700,0.8,1,1,0,15.513
08/04/2013,3745,0.7,4,2,2,7.858
09/04/2013,3247,0.7,0,0,0,0.333
10/04/2013,4466,0.7,0,0,0,1.091
11/04/2013,2333,0.7,2,2,0,8.614
12/04/2013,1515,0.8,1,1,0,0
13/04/2013,3495,0.8,1,0,1,2.819
14/04/2013,4262,0.7,1,0,1,0.197
15/04/2013,2585,0.7,1,1,0,7.483
16/04/2013,3488,0.6,2,1,1,3.093
17/04/2013,1977,0.8,1,0,1,2.833
18/04/2013,4445,0.7,2,0,2,0.606
19/04/2013,4275,0.8,0,0,0,10.043
20/04/2013,4347,0.8,0,0,0,0.515
21/04/2013,2382,0.7,3,3,0,1.273
22/04/2013,4521,0.6,0,0,0,0
23/04/2013,4195,0.7,0,0,0,0.376
24/04/2013,4269,0.9,0,0,0,1.465
25/04/2013,4342,0.6,0,0,0,0
26/04/2013,4667,0.7,3,2,1,0.337
27/04/2013,3150,0.6,0,0,0,4.247
28/04/2013,4833,0.5,1,0,1,2.337
29/04/2013,3800,0.7,4,1,3,0
30/04/2013,4503,0.6,0,0,0,1.182
01/05/2013,4443,0.6,5,1,4,0
02/05/2013,5100,0.7,0,0,0,0.579
03/05/2013,3662,0.7,0,0,0,2.022
04/05/2013,3756,0.6,0,0,0,0
05/05/2013,4484,0.7,0,0,0,9.321
06/05/2013,3014,0.6,6,1,5,6.686
07/05/2013,3897,0.6,0,0,0,0
08/05/2013,4400,0.8,0,0,0,0.869
09/05/2013,3316,0.6,0,0,0,0
10/05/2013,3268,0.6,0,0,0,7.749
11/05/2013,3042,0.8,0,0,0,0.029
12/05/2013,0,0,0,0,0,5.17
13/05/2013,1446,0.7,2,2,0,0
14/05/2013,0,0,2,1,1,0
15/05/2013,927,0.6,3,3,0,0
16/05/2013,2363,0.6,1,0,1,0.523
17/05/2013,4280,0.6,0,0,0,0
18/05/2013,4262,0.7,1,1,0,0
19/05/2013,4329,0.7,0,0,0,0
20/05/2013,2225,0.5,0,0,0,0
21/05/2013,2820,0.5,1,1,0,0
22/05/2013,3917,0.6,1,0,1,0
23/05/2013,266,0.6,2,2,0,0
24/05/2013,3282,0.7,1,1,0,0
25/05/2013,2686,0.6,1,0,1,9.938
26/05/2013,4272,0.6,3,1,2,0
27/05/2013,3676,0.7,0,0,0,0
28/05/2013,4009,0.6,2,1,1,0
29/05/2013,2571,0.8,3,2,1,0
30/05/2013,2773,0.7,1,0,1,0
31/05/2013,3594,0.6,0,0,0,0
01/06/2013,2847,0.6,2,1,1,0
02/06/2013,3534,0.6,1,1,0,0
03/06/2013,4189,0.7,1,1,0,0
04/06/2013,4085,0.6,0,0,0,0
05/06/2013,3979,0.7,0,0,0,0.027
06/06/2013,3635,0.7,0,0,0,0
07/06/2013,4437,0.9,1,1,0,0
08/06/2013,3693,0.6,1,0,1,1.238
09/06/2013,3949,0.7,1,1,0,0
10/06/2013,3886,0.6,0,0,0,0
11/06/2013,3570,0.6,0,0,0,0
12/06/2013,3430,0.7,0,0,0,0
13/06/2013,4428,0.6,0,0,0,0
14/06/2013,2917,0.6,0,0,0,0
15/06/2013,4144,0.7,0,0,0,0
16/06/2013,4202,0.7,0,0,0,1.072
17/06/2013,3654,0.7,1,0,1,0
18/06/2013,4297,0.7,1,0,1,0.022
19/06/2013,3850,1,0,0,0,0
20/06/2013,3749,0.7,0,0,0,0
21/06/2013,3724,0.7,2,2,0,0
22/06/2013,4240,0.6,1,1,0,0
23/06/2013,3510,0.7,0,0,0,0
24/06/2013,3776,0.7,0,0,0,0.108
25/06/2013,3794,0.7,1,1,0,0
26/06/2013,4399,0.7,0,0,0,0.061
27/06/2013,2583,0.7,2,0,2,0
28/06/2013,3424,0.6,0,0,0,0
29/06/2013,3165,0.6,0,0,0,0
30/06/2013,3561,0.7,0,0,0,0.297
01/07/2013,3291,0.6,2,1,1,0
02/07/2013,3889,0.7,1,1,0,0
03/07/2013,3615,0.7,0,0,0,0
04/07/2013,2688,0.6,0,0,0,0.481
05/07/2013,2711,0.6,3,1,2,0
06/07/2013,2493,0.7,4,1,3,0
07/07/2013,4527,0.7,3,2,1,0
08/07/2013,3791,0.6,1,1,0,0
09/07/2013,3878,0.6,1,0,1,0.177
10/07/2013,3642,0.6,1,1,0,0.359
11/07/2013,3724,0.8,8,4,4,0
12/07/2013,3830,0.6,0,0,0,0
13/07/2013,4270,0.6,0,0,0,0
14/07/2013,4563,0.6,0,0,0,0.389
15/07/2013,4803,0.7,0,0,0,0
16/07/2013,4639,0.6,0,0,0,0
17/07/2013,3706,0.6,0,0,0,0.486
18/07/2013,4680,0.7,2,0,2,0
19/07/2013,3701,0.6,1,1,0,0
20/07/2013,4700,0.7,1,0,1,0
21/07/2013,3355,0.7,0,0,0,0
22/07/2013,4086,0.7,0,0,0,0
23/07/2013,3414,0.8,0,0,0,0
24/07/2013,3557,0.6,2,2,0,0.23
25/07/2013,2213,0.6,0,0,0,1.153
26/07/2013,3639,0.7,0,0,0,0
27/07/2013,3190,0.8,0,0,0,0
28/07/2013,3891,0.6,0,0,0,0
29/07/2013,2270,0.6,0,0,0,0
30/07/2013,3544,0.7,0,0,0,0
31/07/2013,2591,0.7,0,0,0,0
01/08/2013,3699,0.7,0,0,0,0
02/08/2013,3126,0.7,0,0,0,0.405
03/08/2013,4293,0.6,3,2,1,0
04/08/2013,4065,0.6,0,0,0,0.237
05/08/2013,4055,0.7,3,3,0,0
06/08/2013,4089,0.6,2,1,1,0.659
07/08/2013,3318,0.7,0,0,0,0
08/08/2013,4276,0.8,0,0,0,0
09/08/2013,2899,0.7,0,0,0,0
10/08/2013,3499,0.7,0,0,0,0
11/08/2013,4338,0.5,0,0,0,0
12/08/2013,4111,0.7,2,1,1,0.556
13/08/2013,3707,0.7,2,1,1,0.46
14/08/2013,4450,0.7,0,0,0,0
15/08/2013,3597,0.7,3,2,1,0
16/08/2013,4033,0.7,1,0,1,0
17/08/2013,3063,0.7,2,0,2,3.711
18/08/2013,3614,0.7,5,3,2,2.263
19/08/2013,2900,0.7,2,1,1,0
20/08/2013,2316,0.6,5,1,4,0
21/08/2013,3338,0.7,12,3,9,0
22/08/2013,2592,0.6,0,0,0,0
23/08/2013,2725,0.6,8,4,4,0.81
24/08/2013,4634,0.7,5,3,2,0
25/08/2013,2563,0.7,3,2,1,2.045
26/08/2013,4356,0.7,5,4,1,1.954
27/08/2013,3608,0.8,4,2,2,0
28/08/2013,3736,0.7,8,4,4,1.034
29/08/2013,4230,0.7,7,4,3,0
30/08/2013,3704,0.7,7,5,2,0
31/08/2013,1974,0.6,5,3,2,0
01/09/2013,3071,0.7,3,3,0,2.456
02/09/2013,2651,0.7,5,5,0,1.056
03/09/2013,3687,0.7,5,1,4,0.674
04/09/2013,3326,0.6,2,2,0,0
05/09/2013,3660,0.7,3,2,1,2.295
06/09/2013,788,0.7,7,5,2,1.51
07/09/2013,3309,0.7,2,0,2,0.273
08/09/2013,3670,0.7,6,2,4,1.009
09/09/2013,2941,0.7,5,3,2,0
10/09/2013,3740,0.7,6,3,3,0.509
11/09/2013,4000,0.7,5,1,4,16.694
12/09/2013,2868,0.7,6,1,5,0
13/09/2013,3567,0.7,4,2,2,0
14/09/2013,4267,0.8,3,1,2,0
15/09/2013,2498,0.6,9,3,6,0
16/09/2013,3649,0.7,6,5,1,0
17/09/2013,2597,0.8,5,0,5,0
18/09/2013,1948,0.7,6,0,6,1.626
19/09/2013,2494,0.7,0,0,0,10.196
20/09/2013,1298,0.8,6,2,4,23.62
21/09/2013,2223,0.6,1,0,1,4.336
22/09/2013,3241,0.7,7,2,5,0
23/09/2013,2231,0.7,6,4,2,0.611
24/09/2013,55,,4,1,3,0
25/09/2013,3070,0.7,2,0,2,0
26/09/2013,3299,0.7,5,3,2,0
27/09/2013,3788,0.6,5,3,2,0
28/09/2013,3221,0.6,5,2,3,3.871
29/09/2013,4648,0.7,7,4,3,0
30/09/2013,4276,0.6,2,1,1,1.099
01/10/2013,3801,0.6,9,4,5,1.561
02/10/2013,4589,0.7,3,1,2,0
03/10/2013,3935,0.6,2,1,1,0
04/10/2013,3894,0.7,4,3,1,4.175
05/10/2013,3933,0.8,4,3,1,0
06/10/2013,3633,0.8,5,4,1,0
07/10/2013,3342,0.7,3,1,2,0
08/10/2013,3855,0.7,2,0,2,0
09/10/2013,3855,0.7,1,0,1,5.454
10/10/2013,2459,0.7,1,1,0,6.683
11/10/2013,2780,0.7,1,0,1,0.319
12/10/2013,4149,0.7,2,1,1,0.54
13/10/2013,3367,0.7,2,1,1,2.479
14/10/2013,2234,0.6,2,1,1,5.359
15/10/2013,4693,0.7,1,1,0,0.92
16/10/2013,3188,0.7,0,0,0,2.11
17/10/2013,4437,0.7,2,1,1,4.594
18/10/2013,3382,0.9,1,0,1,0
19/10/2013,3951,0.8,0,0,0,0.516
20/10/2013,4390,0.6,2,0,2,1.228
21/10/2013,4823,0.7,6,0,6,0
22/10/2013,3234,0.8,0,0,0,0.613
23/10/2013,3272,0.9,2,1,1,0.797
24/10/2013,3736,0.7,1,0,1,0
25/10/2013,4331,0.9,1,1,0,0
26/10/2013,3508,0.7,2,1,1,1.607
27/10/2013,4200,0.7,5,2,3,0.38
28/10/2013,3891,0.6,0,0,0,0.907
29/10/2013,4179,0.6,0,0,0,0
30/10/2013,3822,0.6,8,5,3,0.025
31/10/2013,4309,1.4,5,4,1,0
01/11/2013,3815,0.6,2,0,2,0
02/11/2013,4619,0.8,3,0,3,1.566
03/11/2013,3214,0.6,0,0,0,13.364
04/11/2013,3194,0.8,2,0,2,12.459
05/11/2013,3608,0.7,2,2,0,0.692
06/11/2013,4043,0.7,3,1,2,6.069
07/11/2013,3821,0.7,2,0,2,0.33
08/11/2013,4126,0.7,0,0,0,0
09/11/2013,4900,0.75,0,0,0,0
10/11/2013,4248,0.6,1,0,1,0
11/11/2013,3814,0.9,1,0,1,6.674
12/11/2013,4311,0.75,2,0,2,0
13/11/2013,4091,0.7,2,1,1,0
14/11/2013,3844,0.76,1,0,1,1.839
15/11/2013,2942,1.1,2,0,2,0
16/11/2013,3975,0.75,0,0,0,6.613
17/11/2013,2404,0.84,1,1,0,0
18/11/2013,3838,0.76,3,0,3,7.775
19/11/2013,3125,0.65,0,0,0,4.173
20/11/2013,3215,0.67,1,1,0,0
21/11/2013,1967,0.6,2,0,2,0
22/11/2013,3258,0.6,0,0,0,0
23/11/2013,4056,0.75,0,0,0,3.425
24/11/2013,3892,0.56,3,0,3,0
25/11/2013,3956,0.66,1,1,0,4.754
26/11/2013,3651,0.92,1,0,1,0
27/11/2013,3574,0.67,2,1,1,2.185
28/11/2013,4604,0.65,8,3,5,0
29/11/2013,2992,0.92,3,2,1,0.927
30/11/2013,4230,1,2,1,1,14.293
01/12/2013,3527,0.6,4,1,3,4.376
02/12/2013,3962,0.8,3,0,3,4.491
03/12/2013,3058,0.7,3,2,1,1.918
04/12/2013,3415,0.6,3,1,2,1.372
05/12/2013,2413,0.9,3,2,1,0.954
06/12/2013,3703,0.8,7,1,6,0.793
07/12/2013,2799,0.7,5,2,3,24.195
08/12/2013,3808,0.7,3,0,3,0
09/12/2013,3297,0.6,6,2,4,0
10/12/2013,2285,0.8,3,1,2,0.483
11/12/2013,1291,0.8,5,3,2,2.294
12/12/2013,2250,1.2,2,0,2,3.558
13/12/2013,2892,0.6,2,0,2,18.349
14/12/2013,2935,0.7,0,0,0,2.334
15/12/2013,3568,1,3,2,1,0.688
16/12/2013,2981,0.8,6,1,5,22.38
17/12/2013,4004,0.6,1,0,1,6.346
18/12/2013,2717,0.8,3,0,3,15.32
19/12/2013,2594,1,8,5,3,3.506
20/12/2013,3825,0.9,5,1,4,0
21/12/2013,2947,0.8,3,1,2,0
22/12/2013,3298,0.9,5,3,2,0
23/12/2013,2578,1,2,1,1,0
24/12/2013,3595,1,3,0,3,4.271
25/12/2013,3195,1.2,4,0,4,6.456
26/12/2013,3419,1.2,6,0,6,0.503
27/12/2013,3656,1.1,7,5,2,1.865
28/12/2013,1844,0.8,4,0,4,16.844
