date,volume,chlorine,cholera,chol_highcov,chol_lowcov,rain
02/09/2010,2288,0.4,6,4,2,0
03/09/2010,3727,0.6,5,1,4,0
04/09/2010,4443,0.54,5,2,3,3.956
05/09/2010,1684,0.5,8,6,2,5.979
06/09/2010,2099,0.4,5,3,2,0
07/09/2010,0,0,18,9,9,0
08/09/2010,4460,0.5,23,6,17,0
09/09/2010,3777,0.2,27,9,18,0.302
10/09/2010,4212,0.6,21,9,12,0
11/09/2010,4251,0.6,21,15,6,0
12/09/2010,4346,0.5,13,7,6,4.92
13/09/2010,4839,0.6,29,18,11,0
14/09/2010,2705,0.5,21,9,12,0
15/09/2010,4016,0.6,10,3,7,1.522
16/09/2010,4609,,17,9,8,0
17/09/2010,3880,,1,0,1,14.233
18/09/2010,3834,,22,11,11,0.542
19/09/2010,4124,,10,4,6,0
20/09/2010,3936,0.6,15,8,7,2.995
21/09/2010,5313,0.5,13,7,6,2.961
22/09/2010,4091,0.54,12,4,8,0
23/09/2010,3639,0.6,7,5,2,0
24/09/2010,4585,0.5,4,1,3,8.543
25/09/2010,5454,0.5,6,2,4,1.261
26/09/2010,4915,0.6,8,3,5,1.39
27/09/2010,5310,0.6,14,6,8,0
28/09/2010,2138,0.4,7,2,5,0
29/09/2010,4085,0.6,4,2,2,2.918
30/09/2010,5059,0.5,2,0,2,3.187
01/10/2010,4370,0.6,8,5,3,3.114
02/10/2010,4751,0.45,3,1,2,0.799
03/10/2010,5218,0.6,2,2,0,0.298
04/10/2010,5053,0.7,7,3,4,5.124
05/10/2010,4298,0.6,5,2,3,0
06/10/2010,4330,0.5,1,1,0,0
07/10/2010,4897,0.6,3,3,0,0.457
08/10/2010,4219,0.65,4,2,2,0
09/10/2010,5193,0.7,2,0,2,0
10/10/2010,2774,0.5,3,2,1,0.385
11/10/2010,3601,0.63,2,0,2,6.086
12/10/2010,4123,0.65,1,1,0,1.804
13/10/2010,1968,0.6,6,3,3,3.389
14/10/2010,2875,0.5,5,3,2,1.232
15/10/2010,4482,0.54,5,5,0,2.377
16/10/2010,4970,0.6,2,1,1,0.173
17/10/2010,3929,0.6,0,0,0,3.837
18/10/2010,4828,0.42,1,1,0,0.883
19/10/2010,4900,0.67,1,0,1,0
20/10/2010,4227,0.7,0,0,0,0.666
21/10/2010,4574,0.6,3,2,1,0
22/10/2010,4884,0.5,1,0,1,16.355
23/10/2010,3060,0.5,2,0,2,1.354
24/10/2010,4654,0.6,3,3,0,0.683
25/10/2010,4572,0.5,4,0,4,0.466
26/10/2010,4306,0.5,1,0,1,1.237
27/10/2010,3580,0.5,3,1,2,19.196
28/10/2010,3478,0.6,1,0,1,7.008
29/10/2010,3627,0.6,2,1,1,0
30/10/2010,3250,0.5,4,3,1,0.674
31/10/2010,3391,0.7,2,0,2,0.086
01/11/2010,4056,0.63,0,0,0,0.499
02/11/2010,2679,0.8,1,0,1,3.277
03/11/2010,4323,0.6,0,0,0,0
04/11/2010,3019,0.56,4,2,2,1.877
05/11/2010,3445,0.56,1,0,1,2.383
06/11/2010,3995,0.7,5,3,2,0
07/11/2010,4433,0.4,0,0,0,12.016
08/11/2010,3410,0.64,1,1,0,13.05
09/11/2010,4457,0.67,1,0,1,0
10/11/2010,4432,0.6,1,0,1,0.578
11/11/2010,3711,0.6,2,1,1,2.291
12/11/2010,4205,0.56,1,1,0,1.077
13/11/2010,3906,0.55,0,0,0,17.725
14/11/2010,3093,0.5,1,1,0,0.339
15/11/2010,3770,0.6,4,2,2,4.643
16/11/2010,3801,0.6,0,0,0,0
17/11/2010,3703,0.62,0,0,0,0.979
18/11/2010,3174,0.6,3,1,2,0.759
19/11/2010,3712,0.5,0,0,0,0
20/11/2010,3966,0.56,2,1,1,0.895
21/11/2010,3738,0.54,3,2,1,1.472
22/11/2010,4281,0.6,0,0,0,3.493
23/11/2010,3028,0.6,2,1,1,3.099
24/11/2010,2752,0.62,2,0,2,1.214
25/11/2010,3669,0.6,0,0,0,0
26/11/2010,4139,0.7,0,0,0,0
27/11/2010,4066,0.6,2,1,1,0
28/11/2010,3944,0.5,2,0,2,0
29/11/2010,2136,0.65,0,0,0,22.989
30/11/2010,3624,0.5,3,1,2,0
01/12/2010,4467,0.4,1,0,1,3.449
02/12/2010,3726,0.58,1,0,1,0.678
03/12/2010,3948,0.7,1,1,0,0
04/12/2010,4427,0.6,2,0,2,0
05/12/2010,3761,0.46,1,0,1,0
06/12/2010,3704,0.75,2,0,2,10.008
07/12/2010,3704,0.6,2,1,1,6.559
08/12/2010,3684,0.5,0,0,0,18.828
09/12/2010,3698,0.5,2,1,1,13.45
10/12/2010,3842,0.43,0,0,0,18.206
11/12/2010,3972,0.7,0,0,0,7.905
12/12/2010,3884,0.6,2,1,1,10.165
13/12/2010,3575,0.6,0,0,0,0
14/12/2010,3495,0.5,1,0,1,0.502
15/12/2010,4015,0.52,1,0,1,0
16/12/2010,3857,0.54,2,1,1,0
17/12/2010,3883,0.5,4,1,3,0
18/12/2010,3650,0.6,2,1,1,0.015
19/12/2010,4190,0.7,3,1,2,0.9
20/12/2010,3957,0.6,7,6,1,7.837
21/12/2010,2904,0.7,0,0,0,6.905
22/12/2010,3265,0.7,0,0,0,0
23/12/2010,2397,0.6,0,0,0,34.948
24/12/2010,3294,0.7,0,0,0,2.97
25/12/2010,4690,0.57,0,0,0,0.31
26/12/2010,4581,0.5,0,0,0,1.38
27/12/2010,4197,0.7,1,0,1,7.377
28/12/2010,4174,0.6,3,1,2,3.806
29/12/2010,3508,0.6,1,1,0,0
30/12/2010,4762,0.6,4,1,3,0.767
31/12/2010,4056,0.6,0,0,0,4.907
01/01/2011,4591,0.7,0,0,0,1.024
02/01/2011,3655,0.6,2,1,1,2.132
03/01/2011,4326,0.6,1,0,1,0.63
04/01/2011,3459,0.6,1,0,1,4.076
05/01/2011,4233,0.7,1,0,1,0.333
06/01/2011,2092,0.7,1,1,0,10.715
07/01/2011,3563,0.4,2,0,2,0.083
08/01/2011,3921,0.7,0,0,0,6.172
09/01/2011,4577,0.7,0,0,0,3.924
10/01/2011,4431,0.6,1,0,1,6.109
11/01/2011,4258,0.7,1,0,1,0
12/01/2011,3575,0.7,0,0,0,4.629
13/01/2011,3434,0.7,2,1,1,1.386
14/01/2011,3295,0.8,2,2,0,10.733
15/01/2011,3857,0.6,1,1,0,0
16/01/2011,4058,0.8,2,2,0,0
17/01/2011,4168,,9,2,7,3.222
18/01/2011,4032,,0,0,0,2.176
19/01/2011,4289,,0,0,0,18.141
20/01/2011,3845,,0,0,0,3.639
21/01/2011,3921,,0,0,0,0
22/01/2011,4035,,0,0,0,5.627
23/01/2011,3986,,2,0,2,0
24/01/2011,4038,,3,0,3,0.012
25/01/2011,4038,,0,0,0,3.128
26/01/2011,3460,,3,3,0,9.656
27/01/2011,3576,,1,0,1,4.485
28/01/2011,4038,,2,1,1,0
29/01/2011,4461,,3,0,3,0.785
30/01/2011,3765,,1,0,1,0
31/01/2011,2888,,1,1,0,0.262
01/02/2011,336,,0,0,0,2.133
02/02/2011,3602,,1,0,1,0
03/02/2011,3216,,2,0,2,43.513
04/02/2011,3160,,2,2,0,0
05/02/2011,2812,,1,0,1,0
06/02/2011,4360,,3,1,2,0
07/02/2011,4349,,1,0,1,0
08/02/2011,2012,,1,0,1,3.672
09/02/2011,2849,,0,0,0,2.488
10/02/2011,3007,,2,0,2,0.713
11/02/2011,3232,,0,0,0,48.6
12/02/2011,3612,,4,2,2,2.905
13/02/2011,3605,0.6,2,1,1,0
14/02/2011,3793,0.6,5,1,4,0.866
15/02/2011,3391,0.3,2,1,1,8.535
16/02/2011,3817,0.6,5,3,2,8.12
17/02/2011,3923,0.7,4,0,4,0.272
18/02/2011,4187,0.5,9,2,7,3.772
19/02/2011,3291,0.3,4,2,2,23.305
20/02/2011,4264,0.7,7,5,2,5.197
21/02/2011,3825,0.6,7,0,7,2.367
22/02/2011,3838,0.7,1,1,0,7.647
23/02/2011,3901,0.7,5,2,3,0
24/02/2011,3321,0.6,4,1,3,10.645
25/02/2011,3446,0.6,5,4,1,2.974
26/02/2011,4227,0.6,6,2,4,0
27/02/2011,3702,0.7,4,1,3,0.43
28/02/2011,3399,0.7,8,4,4,0
01/03/2011,2863,0.8,5,2,3,7.801
02/03/2011,3246,0.8,7,3,4,0
03/03/2011,3874,0.7,6,3,3,13.792
04/03/2011,4420,0.7,3,1,2,1.771
05/03/2011,3004,0.7,4,2,2,2.024
06/03/2011,4072,0.7,4,1,3,1.233
07/03/2011,3361,0.8,2,0,2,1.311
08/03/2011,3140,0.7,5,2,3,9.189
09/03/2011,2498,0.7,2,0,2,12.646
10/03/2011,1771,0.7,3,2,1,0
11/03/2011,3913,0.8,4,1,3,0.243
12/03/2011,3913,0.8,3,0,3,3.721
13/03/2011,4100,0.8,2,2,0,0
14/03/2011,3155,0.8,5,0,5,6.067
15/03/2011,3386,0.8,3,1,2,0
16/03/2011,3283,0.7,2,0,2,20.833
17/03/2011,2740,0.8,3,1,2,3.901
18/03/2011,4046,0.8,5,3,2,11.351
19/03/2011,3825,0.8,6,2,4,24.055
20/03/2011,4115,0.7,14,5,9,0.423
21/03/2011,4050,0.8,3,1,2,17.871
22/03/2011,2939,0.8,1,0,1,14.884
23/03/2011,3076,0.8,6,2,4,8.093
24/03/2011,4261,0.8,2,0,2,0
25/03/2011,3227,0.8,2,0,2,26.345
26/03/2011,2196,0.8,6,2,4,2.399
27/03/2011,2301,0.5,8,3,5,11.261
28/03/2011,2869,0.8,5,2,3,4.211
29/03/2011,4275,0.8,2,0,2,11.043
30/03/2011,2405,0.8,3,1,2,20.507
31/03/2011,2522,0.8,4,2,2,19.283
01/04/2011,4129,0.7,2,2,0,0
02/04/2011,4340,0.7,9,6,3,3.645
03/04/2011,3710,0.7,0,0,0,2.588
04/04/2011,4602,0.7,5,4,1,4.773
05/04/2011,3799,0.5,5,2,3,2.812
06/04/2011,4500,0.8,3,2,1,0
07/04/2011,4000,0.8,2,1,1,13.164
08/04/2011,3711,0.7,9,5,4,1.634
09/04/2011,3438,0.8,0,0,0,10.531
10/04/2011,4300,0.8,0,0,0,0
11/04/2011,4327,0.8,2,1,1,21.938
12/04/2011,4223,0.72,1,0,1,0
13/04/2011,3730,0.6,0,0,0,0.871
14/04/2011,3734,0.8,3,2,1,0.613
15/04/2011,4543,0.6,5,0,5,0
16/04/2011,2728,0.8,0,0,0,14.831
17/04/2011,3939,0.8,0,0,0,1.707
18/04/2011,3974,0.8,3,2,1,0
19/04/2011,4302,0.7,0,0,0,0
20/04/2011,3076,0.8,4,2,2,2.155
21/04/2011,2600,0.7,3,0,3,0
22/04/2011,2594,0.8,1,1,0,29.604
23/04/2011,3372,0.8,0,0,0,2.032
24/04/2011,4341,0.8,0,0,0,1.274
25/04/2011,3347,0.8,1,0,1,0
26/04/2011,3600,0.75,2,2,0,1.399
27/04/2011,3833,0.7,1,1,0,4.937
28/04/2011,3857,0.7,2,0,2,1.226
29/04/2011,3169,0.7,2,0,2,33.298
30/04/2011,2401,0.5,2,1,1,0
01/05/2011,4165,0.8,4,0,4,0.522
02/05/2011,3927,0.7,3,1,2,4.744
03/05/2011,4235,0.8,5,0,5,1.128
04/05/2011,3488,0.7,0,0,0,0.55
05/05/2011,4300,0.58,0,0,0,1.655
06/05/2011,4350,0.7,1,0,1,0
07/05/2011,3449,0.6,6,2,4,0
08/05/2011,2727,0.63,0,0,0,0.724
09/05/2011,3755,0.53,1,0,1,0
10/05/2011,3576,0.8,1,0,1,0
11/05/2011,3601,0.8,3,0,3,0.319
12/05/2011,2927,0.65,2,0,2,1.185
13/05/2011,4494,0.5,3,1,2,0
14/05/2011,4371,0.7,0,0,0,0
15/05/2011,4411,0.8,0,0,0,0
16/05/2011,4049,0.8,0,0,0,2.762
17/05/2011,3743,0.5,7,5,2,4.806
18/05/2011,3918,0.6,2,0,2,0
19/05/2011,4102,0.8,5,2,3,3.923
20/05/2011,3709,0.8,2,1,1,0.904
21/05/2011,2788,0.5,5,1,4,0.723
22/05/2011,3408,0.6,3,1,2,0.217
23/05/2011,4187,0.8,1,1,0,4.023
24/05/2011,4015,0.7,2,0,2,0
25/05/2011,4564,0.6,3,3,0,0
26/05/2011,3633,0.7,0,0,0,0
27/05/2011,3840,0.8,2,1,1,0
28/05/2011,3223,0.8,4,0,4,0
29/05/2011,4330,0.7,7,0,7,0
30/05/2011,4144,0.7,2,0,2,0.319
31/05/2011,3094,0.8,6,2,4,0
01/06/2011,3857,0.55,3,0,3,0.583
02/06/2011,4413,0.5,4,0,4,1.153
03/06/2011,2939,0.7,2,0,2,0
04/06/2011,4066,0.76,3,1,2,0
05/06/2011,4007,0.6,4,1,3,0
06/06/2011,4467,0.6,3,0,3,0
07/06/2011,3456,0.6,2,0,2,0
08/06/2011,4297,0.8,0,0,0,0
09/06/2011,4002,0.7,2,1,1,0
10/06/2011,3768,0.65,0,0,0,0
11/06/2011,1802,0.5,3,0,3,9.585
12/06/2011,3419,0.6,0,0,0,0
13/06/2011,3339,0.6,0,0,0,0
14/06/2011,3842,0.6,3,0,3,0
15/06/2011,3654,0.8,2,0,2,0
16/06/2011,4646,0.7,0,0,0,0
17/06/2011,4083,0.5,6,2,4,0
18/06/2011,4100,0.6,1,0,1,0
19/06/2011,4513,0.8,3,2,1,0
20/06/2011,4100,0.6,2,1,1,0
21/06/2011,4149,0.52,5,3,2,0
22/06/2011,4026,0.6,2,2,0,0
23/06/2011,3795,0.7,4,2,2,0
24/06/2011,4323,0.8,12,7,5,0
25/06/2011,3847,0.52,0,0,0,0.383
26/06/2011,3349,0.7,4,1,3,0
27/06/2011,3847,0.7,8,2,6,0
28/06/2011,1922,0.8,9,3,6,2.736
29/06/2011,3377,0.7,5,1,4,0
30/06/2011,3839,0.6,6,2,4,0
01/07/2011,3504,0.5,5,1,4,3.159
02/07/2011,4217,0.8,6,2,4,0
03/07/2011,3740,0.6,11,5,6,0
04/07/2011,4634,0.5,2,1,1,0
05/07/2011,4521,0.7,11,1,10,0
06/07/2011,3680,0.6,5,1,4,0
07/07/2011,2700,0.7,13,8,5,0
08/07/2011,4345,0.5,6,2,4,0
09/07/2011,4605,0.7,11,4,7,5.499
10/07/2011,4133,0.6,0,0,0,0
11/07/2011,3977,0.6,3,1,2,0
12/07/2011,4714,0.5,7,1,6,0
13/07/2011,3969,0.7,9,2,7,0
14/07/2011,3625,0.5,6,2,4,0
15/07/2011,4227,0.7,6,2,4,0.456
16/07/2011,4460,0.5,8,2,6,0
17/07/2011,4620,0.7,10,3,7,6.287
18/07/2011,4111,0.6,4,1,3,0
19/07/2011,4539,0.6,12,4,8,0
20/07/2011,4377,0.5,8,2,6,1.083
21/07/2011,4167,0.6,8,2,6,3.128
22/07/2011,4651,0.7,8,3,5,1.9
23/07/2011,4445,0.6,12,6,6,0
24/07/2011,4780,0.6,5,2,3,0
25/07/2011,4470,0.5,3,2,1,2.642
26/07/2011,4048,0.6,6,1,5,0
27/07/2011,4164,0.6,5,5,0,1.984
28/07/2011,2164,0.6,2,0,2,15.764
29/07/2011,3418,0.5,1,0,1,9.205
30/07/2011,4118,0.6,8,0,8,0
31/07/2011,4362,0.6,2,2,0,1.444
01/08/2011,3942,0.4,4,4,0,0
02/08/2011,3842,0.7,5,3,2,1.251
03/08/2011,3983,0.7,4,1,3,0
04/08/2011,1723,0.7,2,0,2,0
05/08/2011,3982,0.7,2,0,2,0
06/08/2011,4093,0.5,6,1,5,0.326
07/08/2011,3601,0.7,5,0,5,0
08/08/2011,3963,0.6,3,0,3,0.587
09/08/2011,3969,0.6,5,2,3,0
10/08/2011,4006,0.7,6,4,2,1.477
11/08/2011,4151,0.5,4,2,2,0
12/08/2011,3441,0.6,9,3,6,0
13/08/2011,4011,0.6,0,0,0,0
14/08/2011,3370,0.6,0,0,0,0
15/08/2011,3721,0.6,6,1,5,0
16/08/2011,3092,0.7,0,0,0,5.581
17/08/2011,2337,0.7,0,0,0,0
18/08/2011,3893,0.8,0,0,0,0.536
19/08/2011,3569,0.7,0,0,0,0
20/08/2011,3942,0.7,0,0,0,0
21/08/2011,3979,0.7,0,0,0,0
22/08/2011,3774,0.7,4,1,3,0
23/08/2011,4398,0.7,0,0,0,0
24/08/2011,3874,0.6,2,0,2,0.246
25/08/2011,2402,0.7,3,1,2,0.148
26/08/2011,3604,0.5,4,1,3,0
27/08/2011,3287,0.6,0,0,0,0
28/08/2011,3901,0.6,2,1,1,0
29/08/2011,3018,0.6,2,1,1,0
30/08/2011,3715,0.53,3,0,3,0
31/08/2011,3191,0.63,2,0,2,0
01/09/2011,3704,0.6,4,2,2,0
02/09/2011,3567,0.8,0,0,0,0
03/09/2011,3724,0.7,2,1,1,0
04/09/2011,2819,0.7,4,2,2,0
05/09/2011,2648,0.6,1,0,1,0
06/09/2011,2195,0.6,3,0,3,1.507
07/09/2011,3418,0.6,3,2,1,0
08/09/2011,2450,0.64,0,0,0,0
09/09/2011,0,0,2,0,2,15.208
10/09/2011,1240,0.6,1,1,0,15.564
11/09/2011,0,0,5,2,3,1.59
12/09/2011,2922,0.65,5,1,4,0
13/09/2011,1490,0.7,0,0,0,23.224
14/09/2011,2939,0.8,2,1,1,0
15/09/2011,4222,0.3,3,1,2,0.391
16/09/2011,4212,0.6,2,1,1,0
17/09/2011,2742,0.6,3,2,1,6.039
18/09/2011,4532,0.8,2,2,0,0.893
19/09/2011,4604,0.4,1,1,0,2.623
20/09/2011,3322,0.7,2,1,1,0
21/09/2011,1633,0.8,0,0,0,0
22/09/2011,3872,0.7,0,0,0,1.869
23/09/2011,3641,0.7,0,0,0,0
24/09/2011,195,,4,3,1,0
25/09/2011,3589,0.7,2,1,1,0
26/09/2011,4089,0.7,0,0,0,0
27/09/2011,4399,0.6,0,0,0,0.437
28/09/2011,3632,0.8,0,0,0,17.059
29/09/2011,4107,0.7,3,3,0,0.563
30/09/2011,3167,0.6,2,0,2,5.123
01/10/2011,3590,0.6,3,1,2,3.278
02/10/2011,2719,0.6,1,0,1,0
03/10/2011,3519,0.7,0,0,0,5.66
04/10/2011,3791,0.7,5,2,3,0.268
05/10/2011,3281,0.6,0,0,0,1.007
06/10/2011,3404,0.6,0,0,0,2.618
07/10/2011,893,0.6,4,1,3,4.859
08/10/2011,3537,0.6,3,1,2,0
09/10/2011,4509,0.63,2,0,2,0
10/10/2011,1110,0.6,1,0,1,0
11/10/2011,2192,0.6,0,0,0,0
12/10/2011,3003,0.7,0,0,0,8.858
13/10/2011,0,0,2,0,2,4.57
14/10/2011,2715,0.7,1,0,1,10.155
15/10/2011,3380,0.7,3,1,2,0
16/10/2011,3832,0.8,2,1,1,1.834
17/10/2011,4731,0.6,3,1,2,3.999
18/10/2011,4617,0.6,3,1,2,8.174
19/10/2011,3384,0.6,0,0,0,0
20/10/2011,2630,0.6,0,0,0,0
21/10/2011,4433,0.5,2,0,2,0.022
22/10/2011,3150,0.8,0,0,0,7.088
23/10/2011,3908,0.6,0,0,0,14.759
24/10/2011,4331,0.6,2,0,2,8.352
25/10/2011,4179,0.7,0,0,0,3.311
26/10/2011,3111,0.8,0,0,0,0.709
27/10/2011,3628,0.7,3,3,0,5.191
28/10/2011,3687,0.56,0,0,0,6.511
29/10/2011,3080,0.7,3,1,2,14.347
30/10/2011,3574,0.76,0,0,0,2.636
31/10/2011,4515,0.8,2,2,0,4.253
01/11/2011,3502,0.6,5,0,5,0
02/11/2011,1250,0.65,2,1,1,2.032
03/11/2011,3567,0.9,4,4,0,0
04/11/2011,4819,0.8,0,0,0,0
05/11/2011,4633,0.6,0,0,0,8.007
06/11/2011,3796,0.65,0,0,0,0
07/11/2011,5144,0.7,0,0,0,0
08/11/2011,4513,0.6,3,2,1,5.537
09/11/2011,4323,0.6,2,0,2,4.726
10/11/2011,2822,0.58,0,0,0,0
11/11/2011,4396,0.9,1,1,0,0
12/11/2011,4739,0.78,0,0,0,5.637
13/11/2011,1480,0.6,0,0,0,10.07
14/11/2011,5748,0.6,0,0,0,8.687
15/11/2011,4150,0.72,0,0,0,7.259
16/11/2011,4611,0.6,0,0,0,2.044
17/11/2011,4037,0.7,0,0,0,0
18/11/2011,4653,0.8,1,0,1,22.638
19/11/2011,3540,0.52,0,0,0,0
20/11/2011,3877,0.6,3,2,1,1.656
21/11/2011,4450,0.7,0,0,0,3.62
22/11/2011,5003,0.74,1,1,0,0.71
23/11/2011,3300,0.6,1,0,1,16.959
24/11/2011,2232,0.68,4,0,4,15.79
25/11/2011,3413,0.7,5,0,5,0
26/11/2011,3564,0.5,0,0,0,0
27/11/2011,3693,0.5,0,0,0,5.71
28/11/2011,4029,0.8,0,0,0,6.823
29/11/2011,3326,0.7,0,0,0,0.866
30/11/2011,,0.61,0,0,0,3.131
01/12/2011,0,0,0,0,0,1.041
02/12/2011,1011,0.7,4,1,3,0.425
03/12/2011,3738,0.7,0,0,0,21.409
04/12/2011,3073,0.48,0,0,0,3.652
05/12/2011,3417,0.8,0,0,0,2.633
06/12/2011,4021,0.7,1,0,1,0.493
07/12/2011,3879,0.8,1,0,1,0
08/12/2011,4605,0.7,3,0,3,16.452
09/12/2011,2210,0.6,0,0,0,13.795
10/12/2011,3958,0.7,0,0,0,3.918
11/12/2011,4074,0.7,0,0,0,4.192
12/12/2011,3042,0.6,1,0,1,0.027
13/12/2011,4307,0.6,2,0,2,13.185
14/12/2011,4410,0.6,1,0,1,3.236
15/12/2011,5344,0.6,0,0,0,0
16/12/2011,4440,0.6,2,1,1,4.097
17/12/2011,5571,0.6,0,0,0,3.625
18/12/2011,4741,0.55,0,0,0,0
19/12/2011,5233,0.6,0,0,0,0
20/12/2011,3377,0.7,0,0,0,14.105
21/12/2011,3063,0.7,1,0,1,0
22/12/2011,2356,0.7,0,0,0,4.559
23/12/2011,0,0,0,0,0,20.808
24/12/2011,1216,0.6,0,0,0,0
25/12/2011,2449,0.6,0,0,0,0
26/12/2011,5326,0.55,1,1,0,0
27/12/2011,3331,0.5,3,2,1,0
28/12/2011,4472,0.7,1,0,1,0.523
29/12/2011,4163,0.7,2,0,2,1.363
30/12/2011,4762,0.8,1,0,1,7.078
31/12/2011,4204,0.73,1,1,0,0
01/01/2012,4883,0.46,1,1,0,0
02/01/2012,5274,0.63,1,1,0,0.793
03/01/2012,4336,0.5,1,0,1,0
04/01/2012,4322,0.7,4,3,1,0.271
05/01/2012,3818,0.6,5,3,2,0
06/01/2012,2465,0.7,0,0,0,5.687
07/01/2012,4432,0.7,0,0,0,1.559
08/01/2012,3467,0.65,0,0,0,0.435
09/01/2012,4499,0.6,1,1,0,0
10/01/2012,3360,0.6,0,0,0,0.793
11/01/2012,2519,0.6,1,0,1,1.044
12/01/2012,2660,0.6,2,0,2,1.777
13/01/2012,3137,0.7,4,3,1,0.155
14/01/2012,4705,0.8,1,1,0,0
15/01/2012,4951,0.6,1,1,0,2.025
16/01/2012,893,0.6,4,0,4,1.123
17/01/2012,4745,0.7,0,0,0,0.454
18/01/2012,4754,0.8,0,0,0,0.767
19/01/2012,2852,0.7,4,0,4,14.235
20/01/2012,1930,0.5,1,1,0,4.677
21/01/2012,1839,0.7,4,1,3,0
22/01/2012,2267,0.6,2,0,2,0
23/01/2012,2897,0.6,4,2,2,1.868
24/01/2012,4671,0.7,3,1,2,0
25/01/2012,3870,0.5,18,11,7,0
26/01/2012,2056,0.6,14,5,9,2.462
27/01/2012,2991,0.5,8,1,7,0
28/01/2012,4188,0.7,9,4,5,0
29/01/2012,4047,0.5,8,2,6,0
30/01/2012,2922,0.6,7,2,5,6.795
31/01/2012,3522,1,8,3,5,1.943
01/02/2012,1810,1,5,2,3,0
02/02/2012,4280,0.8,1,1,0,1.722
03/02/2012,3636,0.7,2,0,2,0
04/02/2012,2242,0.6,3,1,2,0
05/02/2012,4541,0.6,6,4,2,0
06/02/2012,4420,0.5,11,4,7,0.399
07/02/2012,4475,0.55,5,1,4,4.675
08/02/2012,4300,0.65,13,7,6,6.133
09/02/2012,5069,0.4,7,3,4,0.474
10/02/2012,3320,0.6,8,5,3,1.956
11/02/2012,5224,0.6,5,1,4,0
12/02/2012,4536,0.6,4,1,3,1.319
13/02/2012,2659,0.6,5,1,4,0
14/02/2012,4231,0.5,3,1,2,0.292
15/02/2012,1887,0.6,5,4,1,0
16/02/2012,1284,0.6,7,0,7,0.736
17/02/2012,3053,0.7,1,1,0,0.549
18/02/2012,3510,0.6,1,0,1,0.464
19/02/2012,2389,0.6,4,0,4,2.639
20/02/2012,3858,0.6,5,1,4,0
21/02/2012,0,0,1,1,0,1.672
22/02/2012,1551,0.5,3,2,1,2.111
23/02/2012,0,0,2,2,0,17.488
24/02/2012,3580,0.5,4,2,2,0
25/02/2012,3532,0.8,4,1,3,5.857
26/02/2012,3735,0.6,6,2,4,2.074
27/02/2012,3907,0.6,2,1,1,5.798
28/02/2012,1053,0.6,0,0,0,4.007
29/02/2012,0,0,2,1,1,1.681
01/03/2012,3971,0.7,0,0,0,1.664
02/03/2012,2656,0.5,5,4,1,0
03/03/2012,1870,0.7,6,4,2,2.829
04/03/2012,2936,0.6,6,6,0,0.531
05/03/2012,1448,0.65,3,1,2,0.112
06/03/2012,3194,0.6,4,2,2,3.97
07/03/2012,2322,0.6,5,3,2,0
08/03/2012,3112,1.2,5,3,2,0.447
09/03/2012,4358,0.7,4,2,2,0
10/03/2012,1522,0.7,3,2,1,1.676
11/03/2012,1714,0.7,6,5,1,0
12/03/2012,4972,0.8,6,3,3,0.307
13/03/2012,4459,0.6,4,1,3,0
14/03/2012,4846,0.8,3,3,0,0
15/03/2012,5056,0.7,3,2,1,1.302
16/03/2012,4244,0.7,5,1,4,0.71
17/03/2012,4333,0.7,3,1,2,0.304
18/03/2012,4768,0.7,3,1,2,0.541
19/03/2012,5028,0.75,2,0,2,0.484
20/03/2012,2273,0.6,8,0,8,12.325
21/03/2012,3738,0.6,4,2,2,0.484
22/03/2012,4531,0.7,4,0,4,0.009
23/03/2012,4497,0.7,1,0,1,1.343
24/03/2012,2930,0.8,5,1,4,3.271
25/03/2012,3483,0.7,2,0,2,7.556
26/03/2012,4701,0.7,2,0,2,0.441
27/03/2012,4626,0.7,2,0,2,2.222
28/03/2012,1716,0.7,3,0,3,0
29/03/2012,3361,0.62,2,0,2,0
30/03/2012,4649,0.7,2,1,1,0
31/03/2012,3634,0.6,1,0,1,6.126
01/04/2012,4744,0.7,6,1,5,1.841
02/04/2012,4893,0.6,3,1,2,0.423
03/04/2012,4804,0.6,0,0,0,1.048
04/04/2012,4059,0.7,1,0,1,4.742
05/04/2012,2714,0.6,0,0,0,36.567
06/04/2012,2855,0.7,1,0,1,2.546
07/04/2012,4214,0.65,2,0,2,2.826
08/04/2012,3933,0.8,1,0,1,3.546
09/04/2012,3993,0.61,2,0,2,3.45
10/04/2012,2940,0.8,0,0,0,0
11/04/2012,3122,0.6,2,1,1,0.768
12/04/2012,4208,0.53,2,0,2,1.128
13/04/2012,4254,0.6,0,0,0,1.467
14/04/2012,4255,0.6,2,0,2,2.275
15/04/2012,1566,0.65,0,0,0,24.585
16/04/2012,4206,0.65,1,1,0,0.154
17/04/2012,4017,0.6,4,1,3,0
18/04/2012,5317,0.57,4,3,1,1.808
19/04/2012,4621,0.7,0,0,0,4.122
20/04/2012,3564,0.6,0,0,0,0
21/04/2012,4096,0.6,6,2,4,0.551
22/04/2012,5076,0.6,2,1,1,0
23/04/2012,4665,0.6,1,1,0,2.646
24/04/2012,4550,0.6,3,0,3,4.263
25/04/2012,5175,0.6,1,0,1,0.908
26/04/2012,3731,0.6,3,0,3,0
27/04/2012,4916,0.7,0,0,0,0
28/04/2012,4400,0.6,1,0,1,0
29/04/2012,4589,0.6,4,3,1,2.179
30/04/2012,3011,0.6,0,0,0,1.882
